Show Number, Air Date, Round, Category, Value, Question
61,12/2/80,Jeopardy!,SPORTS,$300,"According to rules, the strike zone in baseball extends from the batter's knees to here"
61,12/2/80,Jeopardy!,THE BIBLE,$300,"Jesus said that only ""he that is without sin"" could do this"
61,12/2/80,Jeopardy!,4-LETTER WORDS,$500,Bacall's last word on how to whistle
61,12/2/80,Jeopardy!,TV TRIVIA,$300,"""Bubbles In The Wine"" was the appropriate title of his theme song"
61,12/2/80,Jeopardy!,GLASS,$300,A small terrestrial telescope
61,12/2/80,Jeopardy!,U.S. HISTORY,$400,The Spanish-American War led to this Caribbean country's independence
61,12/2/80,Jeopardy!,SPORTS,$400,This bowl game changes location every year
61,12/2/80,Jeopardy!,4-LETTER WORDS,$400,Foie gras in France of chopped liver at Aunt Esthers'
61,12/2/80,Jeopardy!,TV TRIVIA,$400,"When Ken Berry took over, ""The Andy Griffith Show"" was renamed this"
61,12/2/80,Jeopardy!,GLASS,$400,The glass curtain at Mexico City's Palace of Fine Arts was made by this company
61,12/2/80,Jeopardy!,U.S. HISTORY,$500,He was the first American in space
61,12/2/80,Jeopardy!,SPORTS,$500,The number of laps run in the Indy 500
61,12/2/80,Jeopardy!,TV TRIVIA,$500,In the Spring of 1950 Arthur Godfrey gave TV lessons on playing this instrument
61,12/2/80,Double Jeopardy!,WORLD GEOGRAPHY,$200,"This canal's official opening was on July 12,1920"
61,12/2/80,Double Jeopardy!,OPERA,$200,"Verdi fans always want ""moor"" of this Shakespearean hero"
61,12/2/80,Double Jeopardy!,INDIANS,$200,Buffalo-skin covered homes of Plains Indians
61,12/2/80,Double Jeopardy!,BIRDS,$200,Maryland's state bird & state baseball team
61,12/2/80,Double Jeopardy!,ENGLAND,$200,"Britain's 4 PM ""coffee break"""
61,12/2/80,Double Jeopardy!,MEDICINE,$200,Basic material used to make casts
61,12/2/80,Double Jeopardy!,WORLD GEOGRAPHY,$400,"Africa's northernmost country, it was once site of ancient Carthaginian empire"
61,12/2/80,Double Jeopardy!,OPERA,$400,"He wrote Brunhilde's immolation, opera's longest aria of nearly 15 minutes"
61,12/2/80,Double Jeopardy!,INDIANS,$400,Continent from which Indians' ancestors came to America
61,12/2/80,Double Jeopardy!,BIRDS,$400,Collective name for domesticated birds raised for meat & eggs
61,12/2/80,Double Jeopardy!,ENGLAND,$400,"Though he never slew any dragons there, he's England's patron saint"
61,12/2/80,Double Jeopardy!,MEDICINE,$400,What R.N. stands for
61,12/2/80,Double Jeopardy!,WORLD GEOGRAPHY,$600,Country that's larger than U.S. but smaller than Canada
61,12/2/80,Double Jeopardy!,INDIANS,$600,The real Hiawatha united Mohawks & 4 other tribes into this confederation
61,12/2/80,Double Jeopardy!,BIRDS,$600,The most common bird on world flags
61,12/2/80,Double Jeopardy!,ENGLAND,$600,English barons forced this royal enemy of Robin Hood to sign the Magna Carta
61,12/2/80,Double Jeopardy!,MEDICINE,$600,Any abnormal tissue mass with no physiologic function
61,12/2/80,Double Jeopardy!,WORLD GEOGRAPHY,$800,"To evade French defenders, the Germans attacked France through this country in both World Wars"
61,12/2/80,Double Jeopardy!,INDIANS,$800,"Though few of them ever did it, the name ""Nez-Perce"" means this"
61,12/2/80,Double Jeopardy!,BIRDS,$800,"Woodcocks' eyes are so far back on their heads, they have this unusual field of sight"
61,12/2/80,Double Jeopardy!,ENGLAND,$800,Nickname for London's financial district
61,12/2/80,Double Jeopardy!,WORLD GEOGRAPHY,"$1,000","The Blue & White Niles meet at this city where Gen. ""Chinese"" Gordon met death"
61,12/2/80,Double Jeopardy!,INDIANS,"$1,000",President whose only military service was in Illinois' Blackhawk War in 1830
61,12/2/80,Double Jeopardy!,BIRDS,"$1,000","This ""crazy"" North American diving bird has been found at depths of 160 feet"
61,12/2/80,Double Jeopardy!,ENGLAND,"$1,000",He's also known as the primate of all England
61,12/2/80,Final Jeopardy!,EUROPE,None,The Soviet army was welcome in this capital in May of '45 but unwelcome in August '68
62,12/3/80,Jeopardy!,WASHINGTON D.C.,$100,"What the ""D.C."" stands for"
62,12/3/80,Jeopardy!,COLORS,$100,"Color of a lucky ""letter day"""
62,12/3/80,Jeopardy!,"A LA ""CART""",$100,"While 2 of its wheels head toward produce, 1 goes to dairy, the other to checkout"
62,12/3/80,Jeopardy!,FOOD,$100,Varieties include Chinese & Dijon
62,12/3/80,Jeopardy!,MOVIE TRIVIA,$100,"Turned down to be an ""Our Gang"" member, she became top box office star of 1935"
62,12/3/80,Jeopardy!,WASHINGTON D.C.,$200,"The District's oldest neighborhood, it was named for a king"
62,12/3/80,Jeopardy!,COLORS,$200,Johnny Cash is known for wearing only this color on stage
62,12/3/80,Jeopardy!,SPORTS,$200,"Tennis serve that touches net before dropping into proper court, it's replayed"
62,12/3/80,Jeopardy!,"A LA ""CART""",$200,A sideways handspring
62,12/3/80,Jeopardy!,FOOD,$200,"Type of food that comes in shapes of bow ties, elbows & wagon wheels"
62,12/3/80,Jeopardy!,MOVIE TRIVIA,"$1,000","Number of the sequel <a href=""http://www.j-archive.com/media/1984-12-04_J_18.mp3"">the following</a> was the theme of"
62,12/3/80,Jeopardy!,WASHINGTON D.C.,$300,"287 miles long, it flows past Washington & induces ""fever"" in ambitious politicians"
62,12/3/80,Jeopardy!,COLORS,$300,"Baby, sky, & steel"
62,12/3/80,Jeopardy!,SPORTS,$300,You win this when you pick the winners of 2 successive horse races
62,12/3/80,Jeopardy!,"A LA ""CART""",$300,You can load it in your 8-track
62,12/3/80,Jeopardy!,FOOD,$300,Also known as an alligator pear
62,12/3/80,Jeopardy!,MOVIE TRIVIA,$300,"For the first time in '68, the Academy Awards were held in this auditorium, its current home"
62,12/3/80,Jeopardy!,WASHINGTON D.C.,$400,Though this mound rises only 8
62,12/3/80,Jeopardy!,COLORS,$400,Broadway's nickname
62,12/3/80,Jeopardy!,SPORTS,$400,"What the letters in ""scuba"" stand for"
62,12/3/80,Jeopardy!,"A LA ""CART""",$400,The 1st graduate of the U.S. Naval Academy to become president
62,12/3/80,Jeopardy!,FOOD,$400,California vegetable with a crown & a heart
62,12/3/80,Jeopardy!,MOVIE TRIVIA,$400,"In his best English Bronx accent he cried ""Yonder lies the castle of my father"""
62,12/3/80,Jeopardy!,WASHINGTON D.C.,$500,"Former Secretary of State for whom Washington, D.C. International Airport is named"
62,12/3/80,Jeopardy!,COLORS,$500,The 3 colors that make up the dots on a color TV screen
62,12/3/80,Jeopardy!,SPORTS,$500,"On an official archery target, it's the color of the bull's eye"
62,12/3/80,Jeopardy!,FOOD,$500,"The non-chocolate version are called ""blondies"""
62,12/3/80,Double Jeopardy!,EUROPE,$200,Some 40% of this country's land has been reclaimed from the sea
62,12/3/80,Double Jeopardy!,BIG BANDS,$200,"A wunnerful, wunnerful bandleader"
62,12/3/80,Double Jeopardy!,NOTORIOUS,$200,"White supremacy group depicted as heroes in film classic ""Birth of a Nation"""
62,12/3/80,Double Jeopardy!,BIRDS,$200,This red bird is the state bird of 7 states
62,12/3/80,Double Jeopardy!,BEES,$200,"Its name comes from the Middle English word ""bumblen"""
62,12/3/80,Double Jeopardy!,POLITICS,$200,Baby book author who ran for president in '68
62,12/3/80,Double Jeopardy!,EUROPE,$400,"Both in size & population, it's largest Scandinavian country"
62,12/3/80,Double Jeopardy!,BIG BANDS,$400,"In 1937 he was ""in the mood"" to start a band"
62,12/3/80,Double Jeopardy!,NOTORIOUS,$400,"Name of FBI ""sting"" operation that sent 4 former Congressmen to prison in '83"
62,12/3/80,Double Jeopardy!,BIRDS,$400,"Depending on the species, a bird can have 940 to 25,000 of them"
62,12/3/80,Double Jeopardy!,BEES,$400,Common name of an apiculturist
62,12/3/80,Double Jeopardy!,POLITICS,$400,Nickname of late Washington Senator Henry Jackson
62,12/3/80,Double Jeopardy!,EUROPE,$600,19th century Sardinia took the lead in unifying this country
62,12/3/80,Double Jeopardy!,BIG BANDS,$600,As famous for his marriages as his music; once wed Ava Gardner & Lana Turner
62,12/3/80,Double Jeopardy!,NOTORIOUS,$600,32 inmates & 11 guards were killed in '71 uprising at this NY prison
62,12/3/80,Double Jeopardy!,BIRDS,$600,All 16 species of the Hawaiian honeycreeper are on this list
62,12/3/80,Double Jeopardy!,BEES,$600,A large crowd of bees on the move
62,12/3/80,Double Jeopardy!,POLITICS,$600,U.S. ambassadors to this country have included Anne Armstrong & Joseph Kennedy
62,12/3/80,Double Jeopardy!,EUROPE,$800,In '67 this last king of Greece went into exile
62,12/3/80,Double Jeopardy!,BIG BANDS,$800,"Benny Goodman got good ""vibes"" from him"
62,12/3/80,Double Jeopardy!,NOTORIOUS,$800,"Despite his ""fortunate"" nickname, this gangster was deported to Italy in '46"
62,12/3/80,Double Jeopardy!,BEES,"$1,900",The 3 classes of a honeybee colony
62,12/3/80,Double Jeopardy!,POLITICS,$800,Florida Congressman who champions the senior citizen
62,12/3/80,Double Jeopardy!,EUROPE,"$1,000",Only predominanty Muslim country entirely in Europe
62,12/3/80,Double Jeopardy!,BIG BANDS,"$1,000","""Royal"" bandleader whose first two names were Edward Kennedy"
62,12/3/80,Double Jeopardy!,NOTORIOUS,"$1,000","He wrote the Howard Hughes ""autobiography"" that sent him to jail"
62,12/3/80,Double Jeopardy!,POLITICS,"$1,000",Only 4 state governors serve terms this long
62,12/3/80,Final Jeopardy!,U.S. PRESIDENTS,None,"President elected to 2nd term with 523 electoral votes, the greatest number in any election"
63,12/4/80,Jeopardy!,FIRST LADIES,$100,She 1st met husband while complaining to S.A.G. about unwanted Communist literature
63,12/4/80,Jeopardy!,SPORTS,$100,"It's where relief pitchers, not matadors, warm up"
63,12/4/80,Jeopardy!,FOREIGN CUISINE,$100,The Middle East's popular pocket bread
63,12/4/80,Jeopardy!,LAKES & RIVERS,$100,A German river or the wine grown on its banks
63,12/4/80,Jeopardy!,FOLK MUSIC,$100,What the farmer's wife did to 3 unlucky mice
63,12/4/80,Jeopardy!,HATS,$100,This western topper actually holds only about 3 quarts
63,12/4/80,Jeopardy!,FIRST LADIES,$200,"After 1st breaking the engagement, Lincoln went on to marry her"
63,12/4/80,Jeopardy!,SPORTS,$200,"Because of this rule, no horse has ever won the Kentucky Derby twice"
63,12/4/80,Jeopardy!,FOREIGN CUISINE,$200,16th century development of a pig muzzle was a landmark in harvesting this fungus
63,12/4/80,Jeopardy!,LAKES & RIVERS,$200,The end of a river that empties into a lake or ocean
63,12/4/80,Jeopardy!,HATS,$200,Slang for a construction worker
63,12/4/80,Jeopardy!,FIRST LADIES,$300,Virginia Governor Charles Robb's mother-in-law
63,12/4/80,Jeopardy!,SPORTS,$800,These 2 former Olympic athletes became movie Tarzans
63,12/4/80,Jeopardy!,FOREIGN CUISINE,$300,A small Oriental orange or a division of Chinese cuisine
63,12/4/80,Jeopardy!,LAKES & RIVERS,$300,Sam Rayburn Reservoir is this state's largest lake
63,12/4/80,Jeopardy!,HATS,$300,'50s fuzzy frontier fad
63,12/4/80,Jeopardy!,FIRST LADIES,$400,"In '62 Adlai Stevenson eulogized: ""She would rather light candles than curse the darkness"""
63,12/4/80,Jeopardy!,SPORTS,$400,He shouts the commands in crew racing
63,12/4/80,Jeopardy!,FOREIGN CUISINE,$400,City Wiener Schnitzel is named for
63,12/4/80,Jeopardy!,LAKES & RIVERS,$400,"Located in Oregon, it's the deepest lake in North America"
63,12/4/80,Jeopardy!,HATS,$400,"Graduate's cap, it sounds like a plasterer's tool"
63,12/4/80,Jeopardy!,FIRST LADIES,$500,Only wife of 1 president & mother of another
63,12/4/80,Jeopardy!,LAKES & RIVERS,$500,"Either of 2 Marilyn Monroe films with ""watery"" titles"
63,12/4/80,Double Jeopardy!,ZOOLOGY,$200,"Finned on fish, scaly on lizards, nonexistent on humans & manx cats"
63,12/4/80,Double Jeopardy!,EUROPE,$200,"""The Eternal City"""
63,12/4/80,Double Jeopardy!,RELIGION,$200,"In 1978, this pope reigned for only 34 days"
63,12/4/80,Double Jeopardy!,MATHEMATICS,$200,Number of degrees in a circle
63,12/4/80,Double Jeopardy!,U.S. HISTORY,$200,The 1st permanent English settlement in America
63,12/4/80,Double Jeopardy!,HOTEL NAMES,$200,Liz's Nicky
63,12/4/80,Double Jeopardy!,ZOOLOGY,$400,"From Latin ""to gnaw"", there are more of this group than all other mammals combined"
63,12/4/80,Double Jeopardy!,EUROPE,$400,"Hitler said this Polish capital ""must cease to exist; level it"""
63,12/4/80,Double Jeopardy!,RELIGION,$400,Colonial Maryland was founded as haven for members of this church
63,12/4/80,Double Jeopardy!,MATHEMATICS,$400,Mathematical function people in the Bible were always going forth & doing
63,12/4/80,Double Jeopardy!,U.S. HISTORY,$400,"""Reconstruction"" was the 13-year period following this"
63,12/4/80,Double Jeopardy!,HOTEL NAMES,$400,The film in which Bing sang about a white Christmas & an Easter parade
63,12/4/80,Double Jeopardy!,ZOOLOGY,$600,"In mammals, trait determined by presence or absence of Y-chromosome"
63,12/4/80,Double Jeopardy!,EUROPE,$600,Moscow park that was scene of murders investigated in recent best-seller & film
63,12/4/80,Double Jeopardy!,MATHEMATICS,$600,Logarithmic tool outmoded by the calculator
63,12/4/80,Double Jeopardy!,U.S. HISTORY,$600,Only U.S. civilians ever executed in America for espionage
63,12/4/80,Double Jeopardy!,HOTEL NAMES,$600,"According to Andy Griffith, ""Everything's good that sits on"" this cracker"
63,12/4/80,Double Jeopardy!,EUROPE,$800,"Since 300 A.D., this region of N.E. France has been traded 7 times by Germany and France"
63,12/4/80,Double Jeopardy!,MATHEMATICS,$800,Total meters in a hectometer
63,12/4/80,Double Jeopardy!,HOTEL NAMES,$800,"In 1959, ""Maverick"" won the Emmy for this category, only year it was given"
63,12/4/80,Double Jeopardy!,EUROPE,"$1,000",Bavarian village famous for its passion play
63,12/4/80,Double Jeopardy!,MATHEMATICS,"$1,000",The formula for its volume is V equals pi r洱h
63,12/4/80,Double Jeopardy!,HOTEL NAMES,"$1,300","Muppets commenting from the balcony in <a href=""http://www.j-archive.com/media/1984-12-05_DJ_22.mp3"">the following</a>"
63,12/4/80,Final Jeopardy!,SHOW BUSINESS,None,"Barrymore, Rathbone, Roger Moore & Larry Hagman are among 61 actors to play this character"
64,12/5/80,Jeopardy!,INSECTS,$100,"""Cooties""; the lousiest insects of all"
64,12/5/80,Jeopardy!,COLORS,$100,Colors that blend to make chartreuse
64,12/5/80,Jeopardy!,NURSERY RHYMES,$100,"Where the crooked man, the crooked cat, & the crooked mouse all lived"
64,12/5/80,Jeopardy!,BOXING,$100,Length of a full count
64,12/5/80,Jeopardy!,POE,$100,Time when the raven came rapping
64,12/5/80,Jeopardy!,CABLE TV,$100,What MTV plays 24 hours a day
64,12/5/80,Jeopardy!,INSECTS,$200,These insects flash yellow lights to find mates
64,12/5/80,Jeopardy!,COLORS,$200,"When you're blooming with health, you're ""in"" it"
64,12/5/80,Jeopardy!,NURSERY RHYMES,$200,He killed Cock Robin
64,12/5/80,Jeopardy!,BOXING,$200,Term for tossing the terrycloth
64,12/5/80,Jeopardy!,CABLE TV,$200,"Cable channel where you'd find ""Mouseterpiece Theatre"""
64,12/5/80,Jeopardy!,INSECTS,$300,"Gatherings of this type of grasshopper have covered 2,000 square miles at a time"
64,12/5/80,Jeopardy!,COLORS,$300,"Ring Lardner, Dalton Trumbo, & Will Geer were on one in the 50s"
64,12/5/80,Jeopardy!,NURSERY RHYMES,$300,His kisses drove girls to tears
64,12/5/80,Jeopardy!,BOXING,$300,Meaning of TKO
64,12/5/80,Jeopardy!,CABLE TV,$900,Comedy group which went from CBC to NBC to Cinemax
64,12/5/80,Jeopardy!,INSECTS,$400,"Its name comes from its worshipful appearance, not its voracious appetite"
64,12/5/80,Jeopardy!,COLORS,$400,Colorful causeway Elton John bids adieu to in '73 hit
64,12/5/80,Jeopardy!,NURSERY RHYMES,$400,"At the count of 7, all good children go there"
64,12/5/80,Jeopardy!,BOXING,$400,"In '81, he got $12 mil. for beating welterweight Thomas Hearns"
64,12/5/80,Jeopardy!,CABLE TV,$400,"His flagship station is WTBA, Atlanta"
64,12/5/80,Jeopardy!,INSECTS,$500,The Bible says a sluggard should consider this industrious insect
64,12/5/80,Jeopardy!,COLORS,$500,It was said rajahs gave their rivals these animals to create financial burden
64,12/5/80,Jeopardy!,NURSERY RHYMES,$500,Mother Goose's mode of transportation
64,12/5/80,Jeopardy!,BOXING,$500,"In '65, it took Muhammad Ali less than 2 min. to beat him"
64,12/5/80,Jeopardy!,CABLE TV,$500,"Actress who started the ""Faerie Tale Theatre"""
64,12/5/80,Double Jeopardy!,GEOLOGY,$200,The Star of India is this type of precious stone
64,12/5/80,Double Jeopardy!,THANKSGIVING,$200,"Though it's been moved, it's still revered as Pilgrims' landing spot"
64,12/5/80,Double Jeopardy!,BOTANY,$200,Collective name for poisonous mushrooms
64,12/5/80,Double Jeopardy!,U.S. CITIES,$200,The larger Kansas City is in this state
64,12/5/80,Double Jeopardy!,"""IN"" CROWD",$200,Prison people
64,12/5/80,Double Jeopardy!,GEOLOGY,$400,"The mouth of the Mississippi or a Helen Reddy ""Dawn"""
64,12/5/80,Double Jeopardy!,THANKSGIVING,$400,"Favorite movie munch, introduced to the Pilgrims by the Indians"
64,12/5/80,Double Jeopardy!,BOTANY,$400,"Because like an eye, they close at night, the English first called these flowers ""day's eyes"""
64,12/5/80,Double Jeopardy!,U.S. CITIES,$400,The Alamo is in the downtown of this city
64,12/5/80,Double Jeopardy!,"""IN"" CROWD",$400,Something you can't do without
64,12/5/80,Double Jeopardy!,GEOLOGY,$600,"Pliny the Elder, Roman geologist, died while observing this volcano erupting"
64,12/5/80,Double Jeopardy!,THANKSGIVING,$600,"Though not a Pilgrim, he organized their militia & was written up by Longfellow"
64,12/5/80,Double Jeopardy!,STREISAND FILMS,$600,"This film's ""Evergreen"" earned Barbra a composing Oscar"
64,12/5/80,Double Jeopardy!,BOTANY,$600,"Type of plant the British call a ""creeper"""
64,12/5/80,Double Jeopardy!,U.S. CITIES,$600,"Via St. Lawrence Seaway, ships from Europe can reach this largest Minnesota port"
64,12/5/80,Double Jeopardy!,"""IN"" CROWD",$600,Extreme economic expansion
64,12/5/80,Double Jeopardy!,GEOLOGY,$700,Earth's atmosphere layer which lies between the troposphere & the mesosphere
64,12/5/80,Double Jeopardy!,BOTANY,$800,The kumquat is in this fruit family
64,12/5/80,Double Jeopardy!,U.S. CITIES,$800,It's California's 2nd largest in population
64,12/5/80,Double Jeopardy!,"""IN"" CROWD",$800,What some do before they diet
64,12/5/80,Double Jeopardy!,GEOLOGY,"$1,000","Rainwash, wind action & differential weathering formed this S. Dakota area"
64,12/5/80,Double Jeopardy!,U.S. CITIES,"$1,000","The Cuyahoga River has been known to catch <a href=""http://www.j-archive.com/media/1984-12-06_DJ_15.mp3"">fire</a> in this industrial city:"
64,12/5/80,Double Jeopardy!,"""IN"" CROWD","$1,000","Delaware, Iowa, or Dakota"
64,12/5/80,Final Jeopardy!,WORLD HISTORY,None,In 1804 this Caribbean country became 1st black nation to gain freedom from European colonial rule
65,12/6/80,Jeopardy!,U.S. STATES,$100,The 2 states that don't border any others
65,12/6/80,Jeopardy!,"STARTS WITH ""B""",$100,Goodyear's gasbag
65,12/6/80,Jeopardy!,THE BIBLE,$100,The 2nd book of the Old Testament
65,12/6/80,Jeopardy!,TOYS & GAMES,$100,"Parker Bros, has made balls, boomerangs & ping pong paddles out of this soft material"
65,12/6/80,Jeopardy!,WATER SPORTS,$100,"Cypress Gardens show done on water, not on snow"
65,12/6/80,Jeopardy!,ALL THAT JAZZ,$100,"What ""Satchmo"" played"
65,12/6/80,Jeopardy!,U.S. STATES,$200,"The Wolverine State, in 1847 became 1st to abolish capital punishment"
65,12/6/80,Jeopardy!,"STARTS WITH ""B""",$200,Nickname of Gil Gerard's futuristic Capt. William Rogers
65,12/6/80,Jeopardy!,THE BIBLE,$200,Image of worship built of old jewelry while Moses was on the mountain
65,12/6/80,Jeopardy!,TOYS & GAMES,$200,"As scissors beats paper, so paper beats this"
65,12/6/80,Jeopardy!,WATER SPORTS,$200,Fishing from a moving boat
65,12/6/80,Jeopardy!,ALL THAT JAZZ,$200,"As Duke Ellington wrote, ""It don't mean a thing if it ain't got"" this"
65,12/6/80,Jeopardy!,U.S. STATES,$300,"Region originally called Indian Territory, it now has no Fed. reservations"
65,12/6/80,Jeopardy!,"STARTS WITH ""B""",$300,To give by will
65,12/6/80,Jeopardy!,TOYS & GAMES,$300,Total number of dots on the highest standard domino
65,12/6/80,Jeopardy!,WATER SPORTS,$400,"What an unlucky surfer has just experienced in <a href=""http://www.j-archive.com/media/1984-12-07_J_19.mp3"">this</a> song"
65,12/6/80,Jeopardy!,U.S. STATES,$400,Western neighbor of Tenn. & Miss.; it has only diamond field in N. America
65,12/6/80,Jeopardy!,"STARTS WITH ""B""",$400,"Quality of a Scot's brogue which makes the ""R"" r-r-r-oll"
65,12/6/80,Jeopardy!,TOYS & GAMES,$400,"Thrown out by G.E. in 1949, this stretchy stuff became a national fad"
65,12/6/80,Jeopardy!,WATER SPORTS,$400,Competitor in this sport was the model for nude male torso atop L.A.'s Olympic gate
65,12/6/80,Jeopardy!,U.S. STATES,$500,"Midwest state whose native sons include Marlon Brando, Nick Nolte & Henry Fonda"
65,12/6/80,Jeopardy!,"STARTS WITH ""B""",$500,Australian bay named for the many plants growing on its shores
65,12/6/80,Jeopardy!,TOYS & GAMES,$500,"Said to be a be a weapon in the Philippines, Duncan made them toys for the U.S."
65,12/6/80,Jeopardy!,WATER SPORTS,$500,Name of yacht immortalized after winning the 100-Guinea Cup away from England in 1851
65,12/6/80,Double Jeopardy!,HISTORY,$200,Omar Khayyam's ancient Iran
65,12/6/80,Double Jeopardy!,FAMOUS QUOTES,$200,"According to Reader's Digest, it's the best medicine"
65,12/6/80,Double Jeopardy!,THE DESERT,$200,"Old-man, hedgehog & barrel"
65,12/6/80,Double Jeopardy!,ODD JOBS,$200,"Lowest member of a movie crew whose job is to ""go for"" anything"
65,12/6/80,Double Jeopardy!,SOUTH AMERICA,$200,"Oceangoing boats can travel 2300 miles up this river to Iquitos, Peru"
65,12/6/80,Double Jeopardy!,HUMAN VISION,$200,People with this deficiency can't get mad and see red
65,12/6/80,Double Jeopardy!,HISTORY,$400,Ancient Yucatan tribe that had no schools but were excellent astronomers
65,12/6/80,Double Jeopardy!,FAMOUS QUOTES,$400,"Alexander Pope said ""it springs eternal in the human breast"""
65,12/6/80,Double Jeopardy!,THE DESERT,$400,"This ""lowest point"" figured in Ronald Reagan's career"
65,12/6/80,Double Jeopardy!,ODD JOBS,$400,"For 10% of the bail, he'll spring you from jail"
65,12/6/80,Double Jeopardy!,SOUTH AMERICA,$400,"Crazed by presence of blood, these carnivorous fresh-water fish even eat each other"
65,12/6/80,Double Jeopardy!,HUMAN VISION,$400,Snooty specs on a stick
65,12/6/80,Double Jeopardy!,HISTORY,$600,"In '38, the Munich Agreement allowed Germany to partition this country"
65,12/6/80,Double Jeopardy!,FAMOUS QUOTES,$600,"Stuffy British monarch who said when she saw herself imitated, ""We are not amused"""
65,12/6/80,Double Jeopardy!,THE DESERT,$600,"Greek for ""fertile land"", buildings are built around but not on these watering spots"
65,12/6/80,Double Jeopardy!,ODD JOBS,$600,He raises penmanship to a fine art
65,12/6/80,Double Jeopardy!,SOUTH AMERICA,$600,"Over 1/3 of its population lives in its capital, Montevideo"
65,12/6/80,Double Jeopardy!,HUMAN VISION,$600,"Called hyperopia, it's the opposite of myopia"
65,12/6/80,Double Jeopardy!,HISTORY,$800,"With the Angles & Jutes, they conquered 5th century England"
65,12/6/80,Double Jeopardy!,FAMOUS QUOTES,$800,"In ""Trees"", he claimed that ""poems are made by fools like me"""
65,12/6/80,Double Jeopardy!,THE DESERT,$900,Artist famous for her paintings of the deserts of the American southwest
65,12/6/80,Double Jeopardy!,ODD JOBS,$800,"Horse racing fixtures the British call ""turf accountants"""
65,12/6/80,Double Jeopardy!,HUMAN VISION,$800,These were first made in 1887 by German physiologist A.E. Fick
65,12/6/80,Double Jeopardy!,HISTORY,"$1,000",Many of them left France when Louis XIV revoked the Edict of Nantes
65,12/6/80,Double Jeopardy!,THE DESERT,"$1,000","Coldest, most northern desert in the world"
65,12/6/80,Double Jeopardy!,ODD JOBS,"$1,000",What a fletcher makes
65,12/6/80,Double Jeopardy!,SOUTH AMERICA,"$1,000",Famous William Hudson novel set in South American jungle
65,12/6/80,Double Jeopardy!,HUMAN VISION,"$1,000",You have to keep an eye on this M.D.
